P 550, -150, 70, 102, 255, 102, 2, Fourth_Floor
P 550, -125, 50, 0, 204, 0, 2, Third_Floor
P 550, -100, 26, 0, 204, 204, 2, Second_Floor
P 550, -75, 0, 0, 0, 0, 2, First_Floor_(Ground)
P 550, -50, -21, 178, 102, 255, 2, Basement
P 550, -25, -43, 102, 0, 204, 2, Sub_Basement
L 237.0, 109.0, 71.0, 237.0, 117.0, 71.0, 102, 255, 102
L 249.0, 95.0, 72.0, 249.0, 79.0, 72.0, 102, 255, 102
L 249.0, 79.0, 72.0, 259.0, 73.0, 73.0, 102, 255, 102
L 259.0, 73.0, 73.0, 266.0, 65.0, 73.0, 102, 255, 102
L 266.0, 65.0, 73.0, 270.0, 65.0, 72.0, 102, 255, 102
L 270.0, 65.0, 72.0, 278.0, 81.0, 71.0, 102, 255, 102
L 278.0, 81.0, 71.0, 283.0, 85.0, 71.0, 102, 255, 102
L 283.0, 85.0, 71.0, 290.0, 85.0, 70.0, 102, 255, 102
L 290.0, 85.0, 70.0, 297.0, 91.0, 70.0, 102, 255, 102
L 297.0, 91.0, 70.0, 304.0, 91.0, 70.0, 102, 255, 102
L 304.0, 91.0, 70.0, 309.0, 93.0, 70.0, 102, 255, 102
L 309.0, 93.0, 70.0, 309.0, 89.0, 70.0, 102, 255, 102
L 309.0, 89.0, 70.0, 310.0, 89.0, 70.0, 102, 255, 102
L 312.0, 89.0, 70.0, 312.0, 95.0, 70.0, 102, 255, 102
L 312.0, 95.0, 70.0, 322.0, 95.0, 70.0, 102, 255, 102
L 333.0, 95.0, 70.0, 359.0, 95.0, 70.0, 102, 255, 102
L 322.0, 95.0, 70.0, 333.0, 95.0, 70.0, 102, 255, 102
L 237.0, 63.0, 71.0, 230.0, 72.0, 71.0, 102, 255, 102
L 230.0, 72.0, 71.0, 229.0, 102.0, 70.0, 102, 255, 102
L 229.0, 102.0, 70.0, 225.0, 102.0, 70.0, 102, 255, 102
L 225.0, 102.0, 70.0, 225.0, 99.0, 70.0, 102, 255, 102
L 225.0, 99.0, 70.0, 227.0, 99.0, 70.0, 102, 255, 102
L 227.0, 99.0, 70.0, 227.0, 98.0, 70.0, 102, 255, 102
L 227.0, 98.0, 70.0, 225.0, 98.0, 70.0, 102, 255, 102
L 225.0, 95.0, 70.0, 227.0, 95.0, 70.0, 102, 255, 102
L 225.0, 98.0, 70.0, 225.0, 96.0, 70.0, 102, 255, 102
L 215.0, 5.0, 0.0, 228.0, 5.0, 0.0, 0, 0, 0
L 228.0, 5.0, 0.0, 228.0, 18.0, 0.0, 0, 0, 0
L 228.0, 18.0, 0.0, 215.0, 18.0, 0.0, 0, 0, 0
L 215.0, 18.0, 0.0, 215.0, 5.0, 0.0, 0, 0, 0
L 263.0, 18.0, 0.0, 263.0, 5.0, 0.0, 0, 0, 0
L 263.0, 5.0, 0.0, 276.0, 5.0, 0.0, 0, 0, 0
L 276.0, 5.0, 0.0, 276.0, 18.0, 0.0, 0, 0, 0
L 276.0, 18.0, 0.0, 263.0, 18.0, 0.0, 0, 0, 0
L 281.0, 6.0, -21.0, 281.0, 3.0, -21.0, 178, 102, 255
L 283.0, 3.0, -21.0, 283.0, -2.0, -21.0, 178, 102, 255
L 283.0, -2.0, -21.0, 283.0, -5.0, -21.0, 178, 102, 255
L 283.0, 3.0, -21.0, 281.0, 3.0, -21.0, 178, 102, 255
L 283.0, -5.0, -21.0, 281.0, -5.0, -21.0, 178, 102, 255
L 281.0, -5.0, -21.0, 281.0, -7.0, -21.0, 178, 102, 255
L 281.0, -7.0, -21.0, 259.0, -7.0, -21.0, 178, 102, 255
L 259.0, -7.0, -21.0, 259.0, -8.0, -21.0, 178, 102, 255
L 259.0, -8.0, -21.0, 259.0, -13.0, -21.0, 178, 102, 255
L 259.0, -13.0, -21.0, 259.0, -14.0, -20.0, 178, 102, 255
L 259.0, -14.0, -20.0, 261.0, -14.0, -20.0, 178, 102, 255
L 261.0, -14.0, -20.0, 261.0, -45.0, -20.0, 178, 102, 255
L 261.0, -45.0, -20.0, 259.0, -45.0, -20.0, 178, 102, 255
L 259.0, -45.0, -20.0, 259.0, -46.0, -21.0, 178, 102, 255
L 259.0, -46.0, -21.0, 259.0, -49.0, -21.0, 178, 102, 255
L 259.0, -49.0, -21.0, 224.0, -49.0, -21.0, 178, 102, 255
L 215.0, -52.0, -39.0, 219.0, -52.0, -39.0, 102, 0, 204
L 219.0, -52.0, -39.0, 219.0, -83.0, -39.0, 102, 0, 204
L 219.0, -83.0, -39.0, 215.0, -83.0, -39.0, 102, 0, 204
L 215.0, -83.0, -39.0, 215.0, -87.0, -39.0, 102, 0, 204
L 215.0, -87.0, -39.0, 188.0, -87.0, -39.0, 102, 0, 204
L 188.0, -87.0, -39.0, 188.0, -83.0, -39.0, 102, 0, 204
L 188.0, -83.0, -39.0, 187.0, -83.0, -40.0, 102, 0, 204
L 187.0, -83.0, -40.0, 179.0, -83.0, -43.0, 102, 0, 204
L 179.0, -83.0, -43.0, 179.0, -87.0, -43.0, 102, 0, 204
L 179.0, -87.0, -43.0, 160.0, -87.0, -43.0, 102, 0, 204
L 160.0, -87.0, -43.0, 160.0, -83.0, -43.0, 102, 0, 204
L 160.0, -83.0, -43.0, 159.0, -83.0, -43.0, 102, 0, 204
L 159.0, -83.0, -43.0, 156.0, -83.0, -43.0, 102, 0, 204
L 156.0, -83.0, -43.0, 151.0, -83.0, -43.0, 102, 0, 204
L 151.0, -83.0, -43.0, 151.0, -85.0, -43.0, 102, 0, 204
L 151.0, -85.0, -43.0, 131.0, -85.0, -43.0, 102, 0, 204
L 131.0, -85.0, -43.0, 131.0, -92.0, -43.0, 102, 0, 204
L 131.0, -92.0, -43.0, 134.0, -92.0, -43.0, 102, 0, 204
L 134.0, -92.0, -43.0, 134.0, -90.0, -43.0, 102, 0, 204
L 134.0, -90.0, -43.0, 151.0, -90.0, -43.0, 102, 0, 204
L 151.0, -90.0, -43.0, 151.0, -92.0, -43.0, 102, 0, 204
L 151.0, -92.0, -43.0, 153.0, -92.0, -43.0, 102, 0, 204
L 153.0, -92.0, -43.0, 153.0, -129.0, -43.0, 102, 0, 204
L 153.0, -129.0, -43.0, 151.0, -129.0, -43.0, 102, 0, 204
L 151.0, -129.0, -43.0, 151.0, -131.0, -43.0, 102, 0, 204
L 151.0, -131.0, -43.0, 134.0, -131.0, -43.0, 102, 0, 204
L 134.0, -131.0, -43.0, 134.0, -129.0, -43.0, 102, 0, 204
L 134.0, -129.0, -43.0, 133.0, -129.0, -43.0, 102, 0, 204
L 133.0, -129.0, -43.0, 125.0, -129.0, -43.0, 102, 0, 204
L 125.0, -129.0, -43.0, 125.0, -131.0, -43.0, 102, 0, 204
L 125.0, -131.0, -43.0, 100.0, -131.0, -43.0, 102, 0, 204
L 100.0, -131.0, -43.0, 100.0, -129.0, -43.0, 102, 0, 204
L 100.0, -129.0, -43.0, 91.0, -129.0, -43.0, 102, 0, 204
L 91.0, -129.0, -43.0, 91.0, -131.0, -43.0, 102, 0, 204
L 91.0, -131.0, -43.0, 60.0, -131.0, -43.0, 102, 0, 204
L 60.0, -131.0, -43.0, 60.0, -129.0, -43.0, 102, 0, 204
L 60.0, -129.0, -43.0, 59.0, -129.0, -43.0, 102, 0, 204
L 59.0, -129.0, -43.0, 58.0, -129.0, -43.0, 102, 0, 204
L 58.0, -129.0, -43.0, 58.0, -92.0, -43.0, 102, 0, 204
L 58.0, -92.0, -43.0, 59.0, -92.0, -43.0, 102, 0, 204
L 59.0, -92.0, -43.0, 60.0, -92.0, -43.0, 102, 0, 204
L 60.0, -92.0, -43.0, 60.0, -90.0, -43.0, 102, 0, 204
L 60.0, -90.0, -43.0, 91.0, -90.0, -43.0, 102, 0, 204
L 91.0, -90.0, -43.0, 91.0, -92.0, -43.0, 102, 0, 204
L 91.0, -92.0, -43.0, 100.0, -92.0, -43.0, 102, 0, 204
L 100.0, -92.0, -43.0, 100.0, -91.0, -43.0, 102, 0, 204
L 100.0, -91.0, -43.0, 100.0, -90.0, -43.0, 102, 0, 204
L 100.0, -90.0, -43.0, 117.0, -90.0, -43.0, 102, 0, 204
L 117.0, -83.0, -43.0, 117.0, -85.0, -43.0, 102, 0, 204
L 117.0, -85.0, -43.0, 100.0, -85.0, -43.0, 102, 0, 204
L 100.0, -85.0, -43.0, 100.0, -83.0, -43.0, 102, 0, 204
L 100.0, -83.0, -43.0, 99.0, -83.0, -43.0, 102, 0, 204
L 99.0, -83.0, -43.0, 91.0, -83.0, -43.0, 102, 0, 204
L 91.0, -83.0, -43.0, 91.0, -85.0, -43.0, 102, 0, 204
L 179.0, -46.0, -43.0, 160.0, -46.0, -43.0, 102, 0, 204
L 160.0, -46.0, -43.0, 160.0, -52.0, -43.0, 102, 0, 204
L 160.0, -52.0, -43.0, 151.0, -52.0, -43.0, 102, 0, 204
L 120.0, -77.0, -43.0, 117.0, -77.0, -43.0, 102, 0, 204
L 117.0, -77.0, -43.0, 117.0, -85.0, -43.0, 102, 0, 204
L 91.0, -85.0, -43.0, 60.0, -85.0, -43.0, 102, 0, 204
L 60.0, -85.0, -43.0, 60.0, -83.0, -43.0, 102, 0, 204
L 60.0, -83.0, -43.0, 58.0, -83.0, -43.0, 102, 0, 204
L 58.0, -83.0, -43.0, 58.0, -52.0, -43.0, 102, 0, 204
L 58.0, -52.0, -43.0, 60.0, -52.0, -43.0, 102, 0, 204
L 60.0, -52.0, -43.0, 60.0, -51.0, -43.0, 102, 0, 204
L 60.0, -51.0, -43.0, 60.0, -9.0, -43.0, 102, 0, 204
L 60.0, -9.0, -43.0, 59.0, -9.0, -43.0, 102, 0, 204
L 59.0, -9.0, -43.0, 54.0, -9.0, -43.0, 102, 0, 204
L 54.0, -9.0, -43.0, 54.0, -2.0, -43.0, 102, 0, 204
L 54.0, -2.0, -43.0, 60.0, -2.0, -43.0, 102, 0, 204
L 60.0, -2.0, -43.0, 60.0, 1.0, -43.0, 102, 0, 204
L 60.0, 1.0, -43.0, 91.0, 1.0, -43.0, 102, 0, 204
L 91.0, 1.0, -43.0, 91.0, -2.0, -43.0, 102, 0, 204
L 91.0, -2.0, -43.0, 96.0, -2.0, -43.0, 102, 0, 204
L 96.0, -2.0, -43.0, 96.0, 2.0, -43.0, 102, 0, 204
L 96.0, 2.0, -43.0, 92.0, 2.0, -43.0, 102, 0, 204
L 92.0, 2.0, -43.0, 92.0, 35.0, -43.0, 102, 0, 204
L 92.0, 35.0, -43.0, 98.0, 35.0, -43.0, 102, 0, 204
L 98.0, 35.0, -43.0, 98.0, 37.0, -43.0, 102, 0, 204
L 151.0, 37.0, -43.0, 151.0, 35.0, -43.0, 102, 0, 204
L 151.0, 35.0, -43.0, 160.0, 35.0, -43.0, 102, 0, 204
L 160.0, 35.0, -43.0, 160.0, 44.0, -43.0, 102, 0, 204
L 160.0, 44.0, -43.0, 159.0, 44.0, -43.0, 102, 0, 204
L 159.0, 44.0, -43.0, 155.0, 44.0, -42.0, 102, 0, 204
L 155.0, 44.0, -42.0, 154.0, 73.0, -41.0, 102, 0, 204
L 154.0, 73.0, -41.0, 160.0, 73.0, -43.0, 102, 0, 204
L 160.0, 73.0, -43.0, 160.0, 79.0, -42.0, 102, 0, 204
L 160.0, 79.0, -42.0, 169.0, 85.0, -39.0, 102, 0, 204
L 169.0, 85.0, -39.0, 180.0, 85.0, -39.0, 102, 0, 204
L 180.0, 85.0, -39.0, 188.0, 81.0, -43.0, 102, 0, 204
L 188.0, 81.0, -43.0, 197.0, 79.0, -42.0, 102, 0, 204
L 197.0, 79.0, -42.0, 197.0, 75.0, -43.0, 102, 0, 204
L 197.0, 75.0, -43.0, 198.0, 75.0, -46.0, 102, 0, 204
L 198.0, 75.0, -46.0, 202.0, 75.0, -48.0, 102, 0, 204
L 202.0, 75.0, -48.0, 210.0, 73.0, -52.0, 102, 0, 204
L 210.0, 73.0, -52.0, 202.0, 65.0, -55.0, 102, 0, 204
L 207.0, 65.0, -55.0, 202.0, 65.0, -55.0, 102, 0, 204
L 207.0, 65.0, -55.0, 213.0, 59.0, -55.0, 102, 0, 204
L 213.0, 59.0, -55.0, 214.0, 57.0, -56.0, 102, 0, 204
L 214.0, 57.0, -56.0, 216.0, 57.0, -61.0, 102, 0, 204
L 216.0, 57.0, -61.0, 226.0, 57.0, -63.0, 102, 0, 204
L 204.0, 43.0, -56.0, 204.0, 38.0, -56.0, 102, 0, 204
L 204.0, 38.0, -56.0, 216.0, 38.0, -61.0, 102, 0, 204
L 216.0, 38.0, -61.0, 226.0, 38.0, -63.0, 102, 0, 204
L 204.0, 43.0, -56.0, 202.0, 44.0, -55.0, 102, 0, 204
L 202.0, 44.0, -55.0, 195.0, 44.0, -43.0, 102, 0, 204
L 195.0, 44.0, -43.0, 195.0, 40.0, -43.0, 102, 0, 204
L 195.0, 40.0, -43.0, 195.0, 38.0, -43.0, 102, 0, 204
L 170.0, 38.0, -43.0, 174.0, 38.0, -43.0, 102, 0, 204
L 160.0, 2.0, -43.0, 159.0, 2.0, -43.0, 102, 0, 204
L 151.0, 2.0, -43.0, 151.0, -6.0, -43.0, 102, 0, 204
L 151.0, -6.0, -43.0, 157.0, -6.0, -43.0, 102, 0, 204
L 157.0, -6.0, -43.0, 157.0, -43.0, -43.0, 102, 0, 204
L 151.0, -43.0, -43.0, 151.0, -52.0, -43.0, 102, 0, 204
L 169.0, -43.0, -43.0, 160.0, -43.0, -43.0, 102, 0, 204
L 179.0, -44.0, -41.0, 169.0, -43.0, -43.0, 102, 0, 204
L 160.0, -30.0, -43.0, 160.0, -43.0, -43.0, 102, 0, 204
L 160.0, 2.0, -43.0, 160.0, -30.0, -43.0, 102, 0, 204
L 117.0, -90.0, -43.0, 117.0, -92.0, -43.0, 102, 0, 204
L 117.0, -92.0, -43.0, 120.0, -92.0, -43.0, 102, 0, 204
L 120.0, -92.0, -43.0, 120.0, -91.0, -43.0, 102, 0, 204
L 120.0, -91.0, -43.0, 120.0, -77.0, -43.0, 102, 0, 204
L 98.0, 37.0, -43.0, 98.0, 43.0, -39.0, 102, 0, 204
L 98.0, 43.0, -39.0, 151.0, 43.0, -39.0, 102, 0, 204
L 151.0, 43.0, -39.0, 151.0, 37.0, -43.0, 102, 0, 204
L 169.0, 28.0, -43.0, 165.0, 17.0, -43.0, 102, 0, 204
L 165.0, 17.0, -43.0, 165.0, 14.0, -43.0, 102, 0, 204
L 159.0, 2.0, -43.0, 151.0, 2.0, -43.0, 102, 0, 204
L 165.0, 14.0, -43.0, 159.0, 2.0, -43.0, 102, 0, 204
L 169.0, 28.0, -43.0, 169.0, 38.0, -43.0, 102, 0, 204
L 174.0, 38.0, -43.0, 195.0, 38.0, -43.0, 102, 0, 204
L 169.0, 38.0, -43.0, 174.0, 38.0, -43.0, 102, 0, 204
L 226.0, 38.0, -63.0, 228.0, 38.0, -63.0, 102, 0, 204
L 228.0, 38.0, -63.0, 228.0, 35.0, -63.0, 102, 0, 204
L 228.0, 19.0, -63.0, 228.0, -5.0, -63.0, 102, 0, 204
L 228.0, -5.0, -63.0, 234.0, -11.0, -63.0, 102, 0, 204
L 234.0, -11.0, -63.0, 239.0, -11.0, -63.0, 102, 0, 204
L 239.0, 0.0, -63.0, 239.0, 62.0, -63.0, 102, 0, 204
L 239.0, 62.0, -63.0, 242.0, 62.0, -63.0, 102, 0, 204
L 242.0, 62.0, -63.0, 242.0, 61.0, -63.0, 102, 0, 204
L 242.0, 61.0, -63.0, 242.0, 60.0, -63.0, 102, 0, 204
L 242.0, 60.0, -63.0, 259.0, 60.0, -63.0, 102, 0, 204
L 259.0, 60.0, -63.0, 259.0, 62.0, -63.0, 102, 0, 204
L 259.0, 62.0, -63.0, 261.0, 62.0, -63.0, 102, 0, 204
L 261.0, 62.0, -63.0, 261.0, 103.0, -63.0, 102, 0, 204
L 261.0, 103.0, -63.0, 259.0, 103.0, -63.0, 102, 0, 204
L 259.0, 103.0, -63.0, 259.0, 105.0, -63.0, 102, 0, 204
L 259.0, 105.0, -63.0, 242.0, 105.0, -63.0, 102, 0, 204
L 242.0, 105.0, -63.0, 242.0, 103.0, -63.0, 102, 0, 204
L 242.0, 103.0, -63.0, 239.0, 103.0, -63.0, 102, 0, 204
L 239.0, 103.0, -63.0, 239.0, 105.0, -63.0, 102, 0, 204
L 239.0, 105.0, -63.0, 222.0, 105.0, -63.0, 102, 0, 204
L 222.0, 105.0, -63.0, 222.0, 103.0, -63.0, 102, 0, 204
L 222.0, 103.0, -63.0, 221.0, 103.0, -63.0, 102, 0, 204
L 221.0, 103.0, -63.0, 220.0, 103.0, -63.0, 102, 0, 204
L 220.0, 103.0, -63.0, 220.0, 62.0, -63.0, 102, 0, 204
L 220.0, 62.0, -63.0, 221.0, 62.0, -63.0, 102, 0, 204
L 221.0, 62.0, -63.0, 222.0, 62.0, -63.0, 102, 0, 204
L 222.0, 62.0, -63.0, 222.0, 61.0, -63.0, 102, 0, 204
L 222.0, 61.0, -63.0, 222.0, 60.0, -63.0, 102, 0, 204
L 222.0, 60.0, -63.0, 227.0, 60.0, -63.0, 102, 0, 204
L 227.0, 60.0, -63.0, 228.0, 60.0, -63.0, 102, 0, 204
L 228.0, 60.0, -63.0, 228.0, 58.0, -63.0, 102, 0, 204
L 228.0, 58.0, -63.0, 228.0, 57.0, -63.0, 102, 0, 204
L 228.0, 57.0, -63.0, 226.0, 57.0, -63.0, 102, 0, 204
L 198.0, 35.0, -52.0, 198.0, 24.0, -52.0, 102, 0, 204
L 198.0, 24.0, -52.0, 228.0, 19.0, -63.0, 102, 0, 204
L 202.0, 35.0, -56.0, 228.0, 35.0, -63.0, 102, 0, 204
L 198.0, 35.0, -52.0, 202.0, 35.0, -56.0, 102, 0, 204
L 252.0, -21.0, -64.0, 242.0, -13.0, -64.0, 102, 0, 204
L 242.0, -13.0, -64.0, 242.0, -12.0, -64.0, 102, 0, 204
L 242.0, -12.0, -64.0, 242.0, -11.0, -63.0, 102, 0, 204
L 242.0, -11.0, -63.0, 239.0, -11.0, -63.0, 102, 0, 204
L 242.0, 0.0, -64.0, 239.0, 0.0, -63.0, 102, 0, 204
L 242.0, 0.0, -64.0, 275.0, 0.0, -74.0, 102, 0, 204
L 287.0, -11.0, -74.0, 287.0, 24.0, -80.0, 102, 0, 204
L 252.0, -21.0, -64.0, 277.0, -21.0, -64.0, 102, 0, 204
L 277.0, -21.0, -64.0, 287.0, -13.0, -64.0, 102, 0, 204
L 287.0, -13.0, -64.0, 287.0, -11.0, -74.0, 102, 0, 204
L 274.0, 0.0, -74.0, 275.0, 0.0, -74.0, 102, 0, 204
L 275.0, 0.0, -74.0, 276.0, 0.0, -74.0, 102, 0, 204
L 276.0, 0.0, -74.0, 276.0, 28.0, -80.0, 102, 0, 204
L 276.0, 28.0, -80.0, 276.0, 45.0, -80.0, 102, 0, 204
L 287.0, 36.0, -80.0, 287.0, 24.0, -80.0, 102, 0, 204
L 295.0, 20.0, -80.0, 319.0, 20.0, -80.0, 102, 0, 204
L 319.0, 20.0, -80.0, 323.0, 22.0, -79.0, 102, 0, 204
L 323.0, 22.0, -79.0, 323.0, 67.0, -79.0, 102, 0, 204
L 323.0, 67.0, -79.0, 318.0, 69.0, -79.0, 102, 0, 204
L 318.0, 69.0, -79.0, 301.0, 69.0, -79.0, 102, 0, 204
L 301.0, 69.0, -79.0, 294.0, 67.0, -79.0, 102, 0, 204
L 294.0, 67.0, -79.0, 293.0, 45.0, -79.0, 102, 0, 204
L 293.0, 36.0, -79.0, 293.0, 22.0, -79.0, 102, 0, 204
L 293.0, 22.0, -79.0, 295.0, 20.0, -80.0, 102, 0, 204
L 311.0, 49.0, 26.0, 337.0, 49.0, 26.0, 0, 204, 204
L -97.0, -56.0, 0.0, -103.0, -56.0, 0.0, 0, 0, 0
L -103.0, -56.0, 0.0, -109.0, -56.0, 0.0, 0, 0, 0
L -84.0, -69.0, 0.0, -103.0, -69.0, 0.0, 0, 0, 0
L -103.0, -69.0, 0.0, -110.0, -69.0, 0.0, 0, 0, 0
L -99.0, 84.0, 0.0, -99.0, 97.0, 0.0, 199, 21, 133
L -99.0, 84.0, 0.0, -103.0, 84.0, 0.0, 0, 0, 0
L -84.0, 97.0, 0.0, -103.0, 97.0, 0.0, 0, 0, 0
L 460.0, -187.0, -13.0, 463.0, -187.0, -13.0, 178, 102, 255
L 434.0, -187.0, -13.0, 437.0, -187.0, -13.0, 178, 102, 255
L 87.0, 63.0, 14.0, 87.0, 50.0, 14.0, 150, 150, 150
L 74.0, 50.0, 14.0, 87.0, 50.0, 14.0, 0, 0, 0
L 87.0, 63.0, 14.0, 74.0, 63.0, 14.0, 0, 0, 0
L 87.0, 63.0, 14.0, 88.0, 63.0, 12.0, 0, 0, 0
L 100.0, 50.0, 0.0, 98.0, 50.0, 1.0, 0, 0, 0
L 93.0, 50.0, 7.0, 91.0, 50.0, 8.0, 0, 0, 0
L 93.0, 63.0, 7.0, 95.0, 63.0, 5.0, 0, 0, 0
L 93.0, 50.0, 7.0, 93.0, 63.0, 7.0, 150, 150, 150
L 96.0, 50.0, 3.0, 95.0, 50.0, 5.0, 0, 0, 0
L 96.0, 63.0, 3.0, 98.0, 63.0, 1.0, 0, 0, 0
L 96.0, 50.0, 3.0, 96.0, 63.0, 3.0, 150, 150, 150
L 90.0, 50.0, 10.0, 88.0, 50.0, 12.0, 0, 0, 0
L 90.0, 63.0, 10.0, 91.0, 63.0, 8.0, 0, 0, 0
L 90.0, 50.0, 10.0, 90.0, 63.0, 10.0, 150, 150, 150
L 88.0, 50.0, 12.0, 87.0, 50.0, 14.0, 0, 0, 0
L 88.0, 63.0, 12.0, 90.0, 63.0, 10.0, 0, 0, 0
L 88.0, 50.0, 12.0, 88.0, 63.0, 12.0, 150, 150, 150
L 91.0, 50.0, 8.0, 90.0, 50.0, 10.0, 0, 0, 0
L 91.0, 63.0, 8.0, 93.0, 63.0, 7.0, 0, 0, 0
L 91.0, 50.0, 8.0, 91.0, 63.0, 8.0, 150, 150, 150
L 95.0, 50.0, 5.0, 93.0, 50.0, 7.0, 0, 0, 0
L 95.0, 63.0, 5.0, 96.0, 63.0, 3.0, 0, 0, 0
L 95.0, 50.0, 5.0, 95.0, 63.0, 5.0, 150, 150, 150
L 98.0, 50.0, 1.0, 96.0, 50.0, 3.0, 0, 0, 0
L 98.0, 63.0, 1.0, 100.0, 63.0, 0.0, 0, 0, 0
L 98.0, 50.0, 1.0, 98.0, 63.0, 1.0, 150, 150, 150
L 87.0, -22.0, 14.0, 87.0, -35.0, 14.0, 150, 150, 150
L 87.0, -35.0, 14.0, 74.0, -35.0, 14.0, 0, 0, 0
L 87.0, -22.0, 14.0, 74.0, -22.0, 14.0, 0, 0, 0
L 100.0, -35.0, 0.0, 98.0, -35.0, 1.0, 0, 0, 0
L 87.0, -22.0, 14.0, 88.0, -22.0, 12.0, 0, 0, 0
L 93.0, -35.0, 7.0, 91.0, -35.0, 8.0, 0, 0, 0
L 93.0, -22.0, 7.0, 95.0, -22.0, 5.0, 0, 0, 0
L 93.0, -35.0, 7.0, 93.0, -22.0, 7.0, 150, 150, 150
L 90.0, -22.0, 10.0, 91.0, -22.0, 8.0, 0, 0, 0
L 90.0, -35.0, 10.0, 88.0, -35.0, 12.0, 0, 0, 0
L 90.0, -22.0, 10.0, 90.0, -35.0, 10.0, 150, 150, 150
L 88.0, -35.0, 12.0, 87.0, -35.0, 14.0, 0, 0, 0
L 88.0, -22.0, 12.0, 90.0, -22.0, 10.0, 0, 0, 0
L 88.0, -35.0, 12.0, 88.0, -22.0, 12.0, 150, 150, 150
L 91.0, -22.0, 8.0, 93.0, -22.0, 7.0, 0, 0, 0
L 91.0, -35.0, 8.0, 90.0, -35.0, 10.0, 0, 0, 0
L 91.0, -22.0, 8.0, 91.0, -35.0, 8.0, 150, 150, 150
L 96.0, -35.0, 3.0, 95.0, -35.0, 5.0, 0, 0, 0
L 96.0, -22.0, 3.0, 98.0, -22.0, 1.0, 0, 0, 0
L 96.0, -35.0, 3.0, 96.0, -22.0, 3.0, 150, 150, 150
L 95.0, -22.0, 5.0, 96.0, -22.0, 3.0, 0, 0, 0
L 95.0, -35.0, 5.0, 93.0, -35.0, 7.0, 0, 0, 0
L 95.0, -22.0, 5.0, 95.0, -35.0, 5.0, 150, 150, 150
L 98.0, -35.0, 1.0, 96.0, -35.0, 3.0, 0, 0, 0
L 98.0, -22.0, 1.0, 100.0, -22.0, 0.0, 0, 0, 0
L 98.0, -35.0, 1.0, 98.0, -22.0, 1.0, 150, 150, 150
L 192.0, -47.0, 0.0, 196.0, -47.0, 0.0, 205, 133, 63
L 196.0, -50.0, 0.0, 192.0, -50.0, 0.0, 205, 133, 63
L 192.0, -50.0, 0.0, 192.0, -48.0, 0.0, 205, 133, 63
L 196.0, -47.0, 0.0, 196.0, -48.0, 0.0, 205, 133, 63
L 190.0, -50.0, 0.0, 190.0, -48.0, 0.0, 0, 0, 0
L 199.0, -47.0, 0.0, 237.0, -47.0, 0.0, 0, 0, 0
L 199.0, -50.0, 0.0, 199.0, -48.0, 0.0, 0, 0, 0
L 190.0, -48.0, 0.0, 190.0, -47.0, 0.0, 0, 0, 0
L 199.0, -48.0, 0.0, 199.0, -47.0, 0.0, 0, 0, 0
L 190.0, -48.0, 0.0, 192.0, -48.0, 0.0, 205, 133, 63
L 192.0, -48.0, 0.0, 192.0, -47.0, 0.0, 205, 133, 63
L 196.0, -48.0, 0.0, 196.0, -50.0, 0.0, 205, 133, 63
L 196.0, -48.0, 0.0, 199.0, -48.0, 0.0, 205, 133, 63
L 285.0, -40.0, 0.0, 285.0, -44.0, 0.0, 205, 133, 63
L 288.0, -44.0, 0.0, 288.0, -40.0, 0.0, 205, 133, 63
L 285.0, -44.0, 0.0, 286.0, -44.0, 0.0, 205, 133, 63
L 285.0, -40.0, 0.0, 286.0, -40.0, 0.0, 205, 133, 63
L 288.0, -47.0, 0.0, 288.0, -49.0, 0.0, 0, 0, 0
L 285.0, -47.0, 0.0, 286.0, -47.0, 0.0, 0, 0, 0
L 285.0, -38.0, 0.0, 286.0, -38.0, 0.0, 0, 0, 0
L 286.0, -38.0, 0.0, 288.0, -38.0, 0.0, 0, 0, 0
L 286.0, -47.0, 0.0, 288.0, -47.0, 0.0, 0, 0, 0
L 286.0, -38.0, 0.0, 286.0, -40.0, 0.0, 205, 133, 63
L 286.0, -44.0, 0.0, 288.0, -44.0, 0.0, 205, 133, 63
L 286.0, -40.0, 0.0, 288.0, -40.0, 0.0, 205, 133, 63
L 286.0, -44.0, 0.0, 286.0, -47.0, 0.0, 205, 133, 63
L 215.0, 82.0, 0.0, 215.0, 107.0, 0.0, 0, 0, 0
L 212.0, 81.0, 0.0, 208.0, 81.0, 0.0, 205, 133, 63
L 212.0, 83.0, 0.0, 208.0, 83.0, 0.0, 205, 133, 63
L 206.0, 82.0, 0.0, 206.0, 81.0, 0.0, 0, 0, 0
L 215.0, 82.0, 0.0, 212.0, 82.0, 0.0, 205, 133, 63
L 208.0, 83.0, 0.0, 208.0, 82.0, 0.0, 205, 133, 63
L 208.0, 82.0, 0.0, 206.0, 82.0, 0.0, 0, 0, 0
L 208.0, 82.0, 0.0, 208.0, 81.0, 0.0, 205, 133, 63
L 212.0, 81.0, 0.0, 212.0, 82.0, 0.0, 205, 133, 63
L 212.0, 82.0, 0.0, 212.0, 83.0, 0.0, 205, 133, 63
L 234.0, 81.0, 0.0, 230.0, 81.0, 0.0, 205, 133, 63
L 230.0, 83.0, 0.0, 234.0, 83.0, 0.0, 205, 133, 63
L 228.0, 82.0, 0.0, 228.0, 81.0, 0.0, 0, 0, 0
L 237.0, 82.0, 0.0, 234.0, 82.0, 0.0, 205, 133, 63
