P 350, -100, 0, 0, 0, 0, 2, Level_1_(Top)
P 350, -75, -42, 255, 102, 255, 2, Level_2
P 350, -50, -86, 204, 0, 204, 2, Level_3
P 350, -25, -116, 178, 102, 255, 2, Level_4
P 350, 0, -149, 102, 0, 204, 2, Level_5_(Bottom)
L -87.0, 134.0, -131.0, -87.0, 112.0, -131.0, 102, 0, 204
L -87.0, 112.0, -131.0, -65.0, 112.0, -131.0, 102, 0, 204
L -65.0, 112.0, -131.0, -65.0, 161.0, -131.0, 102, 0, 204
L -65.0, 161.0, -131.0, -87.0, 161.0, -131.0, 102, 0, 204
L -87.0, 161.0, -131.0, -87.0, 143.0, -131.0, 102, 0, 204
L -91.0, 143.0, -131.0, -91.0, 161.0, -131.0, 102, 0, 204
L -91.0, 161.0, -131.0, -147.0, 161.0, -131.0, 102, 0, 204
L -147.0, 161.0, -131.0, -147.0, 105.0, -131.0, 102, 0, 204
L -147.0, 105.0, -131.0, -149.0, 105.0, -131.0, 102, 0, 204
L -189.0, 113.0, -131.0, -189.0, 85.0, -131.0, 102, 0, 204
L -154.0, 85.0, -131.0, -154.0, 83.0, -131.0, 102, 0, 204
L -154.0, 85.0, -131.0, -151.0, 85.0, -131.0, 102, 0, 204
L -151.0, 96.0, -131.0, -151.0, 85.0, -131.0, 102, 0, 204
L -163.0, 85.0, -131.0, -163.0, 83.0, -131.0, 102, 0, 204
L -163.0, 85.0, -131.0, -188.0, 85.0, -131.0, 102, 0, 204
L -147.0, 96.0, -131.0, -149.0, 96.0, -131.0, 102, 0, 204
L -163.0, 81.0, -131.0, -181.0, 81.0, -131.0, 102, 0, 204
L -181.0, 81.0, -131.0, -181.0, 58.0, -131.0, 102, 0, 204
L -181.0, 58.0, -131.0, -171.0, 58.0, -131.0, 102, 0, 204
L -162.0, 54.0, -131.0, -162.0, 56.0, -131.0, 102, 0, 204
L -162.0, 58.0, -131.0, -150.0, 58.0, -131.0, 102, 0, 204
L -150.0, 58.0, -131.0, -150.0, 81.0, -131.0, 102, 0, 204
L -150.0, 81.0, -131.0, -154.0, 81.0, -131.0, 102, 0, 204
L -171.0, 58.0, -131.0, -171.0, 56.0, -131.0, 102, 0, 204
L -171.0, 54.0, -131.0, -187.0, 54.0, -131.0, 102, 0, 204
L -187.0, 54.0, -131.0, -187.0, 32.0, -131.0, 102, 0, 204
L -187.0, 32.0, -131.0, -183.0, 32.0, -131.0, 102, 0, 204
L -174.0, 32.0, -131.0, -150.0, 32.0, -131.0, 102, 0, 204
L -150.0, 32.0, -131.0, -150.0, 54.0, -131.0, 102, 0, 204
L -150.0, 54.0, -131.0, -162.0, 54.0, -131.0, 102, 0, 204
L -183.0, 32.0, -131.0, -183.0, 9.0, -131.0, 102, 0, 204
L -183.0, 9.0, -131.0, -174.0, 9.0, -131.0, 102, 0, 204
L -174.0, 9.0, -131.0, -174.0, 10.0, -131.0, 102, 0, 204
L -174.0, 10.0, -131.0, -170.0, 10.0, -131.0, 102, 0, 204
L -170.0, 8.0, -131.0, -170.0, 10.0, -131.0, 102, 0, 204
L -170.0, 8.0, -131.0, -150.0, 8.0, -131.0, 102, 0, 204
L -150.0, 8.0, -131.0, -150.0, 29.0, -131.0, 102, 0, 204
L -150.0, 29.0, -131.0, -170.0, 29.0, -131.0, 102, 0, 204
L -170.0, 29.0, -131.0, -170.0, 19.0, -131.0, 102, 0, 204
L -170.0, 19.0, -131.0, -174.0, 19.0, -131.0, 102, 0, 204
L -174.0, 19.0, -131.0, -174.0, 32.0, -131.0, 102, 0, 204
L -147.0, 96.0, -131.0, -147.0, 29.0, -131.0, 102, 0, 204
L -147.0, 29.0, -131.0, -123.0, 29.0, -131.0, 102, 0, 204
L -123.0, 29.0, -131.0, -119.0, 14.0, -131.0, 102, 0, 204
L -110.0, 2.0, -131.0, -112.0, 14.0, -131.0, 102, 0, 204
L -112.0, 14.0, -131.0, -112.0, 47.0, -131.0, 102, 0, 204
L -112.0, 47.0, -131.0, -106.0, 59.0, -131.0, 102, 0, 204
L -106.0, 59.0, -131.0, -94.0, 57.0, -131.0, 102, 0, 204
L -94.0, 57.0, -131.0, -81.0, 57.0, -131.0, 102, 0, 204
L -81.0, 57.0, -131.0, -59.0, 59.0, -131.0, 102, 0, 204
L -59.0, 59.0, -131.0, -46.0, 73.0, -131.0, 102, 0, 204
L -46.0, 73.0, -131.0, -23.0, 84.0, -131.0, 102, 0, 204
L -23.0, 84.0, -131.0, -32.0, 94.0, -131.0, 102, 0, 204
L -32.0, 94.0, -131.0, -32.0, 126.0, -131.0, 102, 0, 204
L -50.0, 117.0, -131.0, -45.0, 117.0, -131.0, 102, 0, 204
L -45.0, 117.0, -131.0, -45.0, 83.0, -131.0, 102, 0, 204
L -45.0, 83.0, -131.0, -59.0, 71.0, -131.0, 102, 0, 204
L -59.0, 71.0, -131.0, -81.0, 67.0, -131.0, 102, 0, 204
L -81.0, 67.0, -131.0, -119.0, 67.0, -131.0, 102, 0, 204
L -119.0, 67.0, -131.0, -119.0, 46.0, -131.0, 102, 0, 204
L -119.0, 46.0, -131.0, -123.0, 37.0, -131.0, 102, 0, 204
L -123.0, 37.0, -131.0, -138.0, 37.0, -131.0, 102, 0, 204
L -138.0, 37.0, -131.0, -138.0, 148.0, -131.0, 102, 0, 204
L -138.0, 148.0, -131.0, -103.0, 148.0, -131.0, 102, 0, 204
L -103.0, 148.0, -131.0, -103.0, 123.0, -131.0, 102, 0, 204
L -103.0, 114.0, -131.0, -103.0, 100.0, -131.0, 102, 0, 204
L -103.0, 100.0, -131.0, -99.0, 100.0, -131.0, 102, 0, 204
L -90.0, 100.0, -131.0, -50.0, 100.0, -131.0, 102, 0, 204
L -50.0, 100.0, -131.0, -50.0, 117.0, -131.0, 102, 0, 204
L -90.0, 100.0, -131.0, -90.0, 98.0, -131.0, 102, 0, 204
L -99.0, 100.0, -131.0, -99.0, 98.0, -131.0, 102, 0, 204
L -99.0, 96.0, -131.0, -103.0, 96.0, -131.0, 102, 0, 204
L -103.0, 96.0, -131.0, -103.0, 76.0, -131.0, 102, 0, 204
L -103.0, 76.0, -131.0, -68.0, 76.0, -131.0, 102, 0, 204
L -68.0, 76.0, -131.0, -68.0, 96.0, -131.0, 102, 0, 204
L -68.0, 96.0, -131.0, -90.0, 96.0, -131.0, 102, 0, 204
L -103.0, 114.0, -131.0, -105.0, 114.0, -131.0, 102, 0, 204
L -103.0, 123.0, -131.0, -105.0, 123.0, -131.0, 102, 0, 204
L -107.0, 123.0, -131.0, -107.0, 145.0, -131.0, 102, 0, 204
L -107.0, 145.0, -131.0, -135.0, 145.0, -131.0, 102, 0, 204
L -135.0, 145.0, -131.0, -135.0, 103.0, -131.0, 102, 0, 204
L -135.0, 103.0, -131.0, -126.0, 103.0, -131.0, 102, 0, 204
L -117.0, 103.0, -131.0, -107.0, 103.0, -131.0, 102, 0, 204
L -107.0, 103.0, -131.0, -107.0, 114.0, -131.0, 102, 0, 204
L -117.0, 103.0, -131.0, -117.0, 101.0, -131.0, 102, 0, 204
L -126.0, 103.0, -131.0, -126.0, 101.0, -131.0, 102, 0, 204
L -126.0, 99.0, -131.0, -134.0, 99.0, -131.0, 102, 0, 204
L -134.0, 99.0, -131.0, -135.0, 76.0, -131.0, 102, 0, 204
L -135.0, 76.0, -131.0, -106.0, 76.0, -131.0, 102, 0, 204
L -106.0, 76.0, -131.0, -106.0, 99.0, -131.0, 102, 0, 204
L -106.0, 99.0, -131.0, -117.0, 99.0, -131.0, 102, 0, 204
L -119.0, 0.0, -131.0, -143.0, 0.0, -131.0, 102, 0, 204
L -143.0, 0.0, -131.0, -143.0, -12.0, -131.0, 102, 0, 204
L -131.0, -38.0, -131.0, -131.0, -42.0, -131.0, 205, 133, 63
L -143.0, -38.0, -131.0, -143.0, -42.0, -131.0, 102, 0, 204
L -131.0, -38.0, -131.0, -143.0, -38.0, -131.0, 205, 133, 63
L -143.0, -42.0, -131.0, -143.0, -69.0, -131.0, 102, 0, 204
L -131.0, -42.0, -131.0, -143.0, -42.0, -131.0, 205, 133, 63
L -143.0, -69.0, -131.0, -133.0, -69.0, -131.0, 102, 0, 204
L -123.0, -69.0, -131.0, -123.0, -106.0, -131.0, 102, 0, 204
L -123.0, -106.0, -131.0, -111.0, -106.0, -131.0, 102, 0, 204
L -113.0, -97.0, -131.0, -113.0, -69.0, -131.0, 102, 0, 204
L -113.0, -69.0, -131.0, -97.0, -69.0, -131.0, 102, 0, 204
L -97.0, -69.0, -131.0, -97.0, 0.0, -131.0, 102, 0, 204
L -143.0, -12.0, -131.0, -143.0, -17.0, -131.0, 102, 0, 204
L -143.0, -12.0, -131.0, -111.0, -12.0, -131.0, 205, 133, 63
L -111.0, -12.0, -131.0, -111.0, -17.0, -131.0, 205, 133, 63
L -143.0, -17.0, -131.0, -143.0, -38.0, -131.0, 102, 0, 204
L -111.0, -17.0, -131.0, -143.0, -17.0, -131.0, 205, 133, 63
L -130.0, -69.0, -131.0, -123.0, -69.0, -131.0, 102, 0, 204
L -130.0, -69.0, -131.0, -131.0, -46.0, -131.0, 205, 133, 63
L -131.0, -46.0, -131.0, -133.0, -46.0, -131.0, 205, 133, 63
L -133.0, -69.0, -131.0, -130.0, -69.0, -131.0, 102, 0, 204
L -133.0, -46.0, -131.0, -133.0, -69.0, -131.0, 205, 133, 63
L -119.0, 14.0, -131.0, -119.0, 0.0, -131.0, 102, 0, 204
L -97.0, 0.0, -131.0, -110.0, 0.0, -131.0, 102, 0, 204
L -2.0, -26.0, -164.0, 5.0, -15.0, -164.0, 63, 63, 63
L 5.0, -15.0, -164.0, 9.0, -9.0, -164.0, 63, 63, 63
L 9.0, -9.0, -164.0, 9.0, -1.0, -164.0, 63, 63, 63
L 9.0, -1.0, -164.0, 4.0, 1.0, -164.0, 63, 63, 63
L 4.0, 1.0, -164.0, 2.0, 3.0, -164.0, 63, 63, 63
L 2.0, 3.0, -164.0, -2.0, 3.0, -164.0, 63, 63, 63
L -2.0, 3.0, -164.0, -4.0, 1.0, -164.0, 63, 63, 63
L -4.0, 1.0, -164.0, -9.0, -1.0, -164.0, 63, 63, 63
L -9.0, -1.0, -164.0, -8.0, -9.0, -164.0, 63, 63, 63
L -8.0, -9.0, -164.0, -6.0, -15.0, -164.0, 63, 63, 63
L -6.0, -15.0, -164.0, -9.0, -25.0, -164.0, 63, 63, 63
L -9.0, -25.0, -164.0, -18.0, -61.0, -164.0, 63, 63, 63
L -18.0, -61.0, -164.0, -19.0, -81.0, -164.0, 63, 63, 63
L -19.0, -81.0, -164.0, -11.0, -103.0, -164.0, 63, 63, 63
L -11.0, -103.0, -164.0, -32.0, -134.0, -164.0, 63, 63, 63
L -32.0, -134.0, -164.0, -49.0, -154.0, -163.0, 63, 63, 63
L -49.0, -154.0, -163.0, -56.0, -154.0, -164.0, 63, 63, 63
L -56.0, -154.0, -164.0, -56.0, -175.0, -164.0, 63, 63, 63
L -56.0, -175.0, -164.0, -60.0, -175.0, -164.0, 63, 63, 63
L -60.0, -175.0, -164.0, -64.0, -186.0, -164.0, 63, 63, 63
L -64.0, -186.0, -164.0, -66.0, -186.0, -164.0, 63, 63, 63
L -66.0, -186.0, -164.0, -74.0, -199.0, -164.0, 63, 63, 63
L -74.0, -199.0, -164.0, -76.0, -198.0, -164.0, 63, 63, 63
L -76.0, -198.0, -164.0, -82.0, -208.0, -164.0, 63, 63, 63
L -82.0, -208.0, -164.0, -87.0, -208.0, -164.0, 63, 63, 63
L -87.0, -208.0, -164.0, -91.0, -222.0, -164.0, 63, 63, 63
L -91.0, -222.0, -164.0, -97.0, -233.0, -164.0, 63, 63, 63
L -97.0, -233.0, -164.0, -102.0, -240.0, -164.0, 63, 63, 63
L -102.0, -240.0, -164.0, -102.0, -244.0, -164.0, 63, 63, 63
L -102.0, -244.0, -164.0, -89.0, -256.0, -164.0, 63, 63, 63
L -89.0, -256.0, -164.0, -65.0, -256.0, -162.0, 63, 63, 63
L -65.0, -240.0, -162.0, -90.0, -240.0, -164.0, 63, 63, 63
L -90.0, -240.0, -164.0, -90.0, -233.0, -164.0, 63, 63, 63
L -90.0, -233.0, -164.0, -83.0, -221.0, -164.0, 63, 63, 63
L -83.0, -221.0, -164.0, -75.0, -217.0, -164.0, 63, 63, 63
L -75.0, -217.0, -164.0, -69.0, -212.0, -164.0, 63, 63, 63
L -69.0, -212.0, -164.0, -69.0, -210.0, -164.0, 63, 63, 63
L -69.0, -210.0, -164.0, -61.0, -205.0, -164.0, 63, 63, 63
L -61.0, -205.0, -164.0, -61.0, -197.0, -164.0, 63, 63, 63
L -61.0, -197.0, -164.0, -53.0, -193.0, -164.0, 63, 63, 63
L -53.0, -193.0, -164.0, -53.0, -185.0, -164.0, 63, 63, 63
L -53.0, -185.0, -164.0, -47.0, -178.0, -164.0, 63, 63, 63
L -47.0, -178.0, -164.0, -47.0, -164.0, -164.0, 63, 63, 63
L -47.0, -164.0, -164.0, -40.0, -160.0, -164.0, 63, 63, 63
L -40.0, -160.0, -164.0, -30.0, -159.0, -164.0, 63, 63, 63
L -30.0, -159.0, -164.0, -30.0, -142.0, -164.0, 63, 63, 63
L -30.0, -142.0, -164.0, -20.0, -133.0, -164.0, 63, 63, 63
L -20.0, -133.0, -164.0, -10.0, -122.0, -164.0, 63, 63, 63
L -10.0, -122.0, -164.0, 0.0, -103.0, -164.0, 63, 63, 63
L 0.0, -103.0, -164.0, 0.0, -94.0, -164.0, 63, 63, 63
L 0.0, -94.0, -164.0, -5.0, -83.0, -164.0, 63, 63, 63
L -5.0, -83.0, -164.0, -10.0, -66.0, -164.0, 63, 63, 63
L -10.0, -66.0, -164.0, -5.0, -38.0, -164.0, 63, 63, 63
L -5.0, -38.0, -164.0, -1.0, -34.0, -164.0, 63, 63, 63
L -1.0, -34.0, -164.0, -2.0, -26.0, -164.0, 63, 63, 63
L 257.0, 153.0, -109.0, 257.0, 139.0, -110.0, 255, 102, 255
L 257.0, 139.0, -110.0, 272.0, 139.0, -109.0, 255, 102, 255
L 271.0, 151.0, -107.0, 280.0, 151.0, -102.0, 255, 102, 255
L 280.0, 151.0, -102.0, 293.0, 151.0, -102.0, 255, 102, 255
L 293.0, 151.0, -102.0, 293.0, 139.0, -102.0, 255, 102, 255
L 293.0, 139.0, -102.0, 293.0, 82.0, -74.0, 255, 102, 255
L 145.0, -331.0, -46.0, 125.0, -342.0, -46.0, 255, 102, 255
L 103.0, -309.0, -85.0, 103.0, -347.0, -85.0, 0, 0, 0
L -64.0, -257.0, -136.0, -65.0, -256.0, -162.0, 63, 63, 63
L -63.0, -239.0, -136.0, -65.0, -240.0, -162.0, 63, 63, 63
L -9.0, 159.0, -87.0, -9.0, 186.0, -86.0, 204, 0, 204
L 10.0, 6.0, -90.0, 14.0, 7.0, -90.0, 150, 150, 150
L 2.0, 10.0, -90.0, 10.0, 6.0, -90.0, 150, 150, 150
L -151.0, 113.0, -131.0, -189.0, 113.0, -131.0, 102, 0, 204
L -151.0, 105.0, -131.0, -151.0, 113.0, -131.0, 102, 0, 204
L -147.0, 103.0, -131.0, -147.0, 98.0, -131.0, 205, 133, 63
L -151.0, 103.0, -131.0, -151.0, 98.0, -131.0, 205, 133, 63
L -149.0, 105.0, -131.0, -151.0, 105.0, -131.0, 102, 0, 204
L -149.0, 96.0, -131.0, -151.0, 96.0, -131.0, 102, 0, 204
L -149.0, 105.0, -131.0, -149.0, 103.0, -131.0, 205, 133, 63
L -147.0, 98.0, -131.0, -149.0, 98.0, -131.0, 205, 133, 63
L -149.0, 98.0, -131.0, -149.0, 96.0, -131.0, 205, 133, 63
L -149.0, 98.0, -131.0, -151.0, 98.0, -131.0, 205, 133, 63
L -147.0, 103.0, -131.0, -149.0, 103.0, -131.0, 205, 133, 63
L -149.0, 103.0, -131.0, -151.0, 103.0, -131.0, 205, 133, 63
L -156.0, 81.0, -131.0, -160.0, 81.0, -131.0, 205, 133, 63
L -156.0, 85.0, -131.0, -160.0, 85.0, -131.0, 205, 133, 63
L -156.0, 85.0, -131.0, -156.0, 83.0, -131.0, 205, 133, 63
L -160.0, 81.0, -131.0, -160.0, 83.0, -131.0, 205, 133, 63
L -163.0, 83.0, -131.0, -163.0, 81.0, -131.0, 102, 0, 204
L -154.0, 83.0, -131.0, -154.0, 81.0, -131.0, 102, 0, 204
L -163.0, 83.0, -131.0, -160.0, 83.0, -131.0, 205, 133, 63
L -156.0, 83.0, -131.0, -156.0, 81.0, -131.0, 205, 133, 63
L -160.0, 83.0, -131.0, -160.0, 85.0, -131.0, 205, 133, 63
L -156.0, 83.0, -131.0, -154.0, 83.0, -131.0, 205, 133, 63
L -164.0, 54.0, -131.0, -168.0, 54.0, -131.0, 205, 133, 63
L -164.0, 58.0, -131.0, -168.0, 58.0, -131.0, 205, 133, 63
L -164.0, 54.0, -131.0, -164.0, 56.0, -131.0, 205, 133, 63
L -162.0, 56.0, -131.0, -162.0, 58.0, -131.0, 102, 0, 204
L -171.0, 56.0, -131.0, -171.0, 54.0, -131.0, 102, 0, 204
L -162.0, 56.0, -131.0, -164.0, 56.0, -131.0, 205, 133, 63
L -164.0, 56.0, -131.0, -164.0, 58.0, -131.0, 205, 133, 63
L -168.0, 54.0, -131.0, -168.0, 56.0, -131.0, 205, 133, 63
L -168.0, 56.0, -131.0, -171.0, 56.0, -131.0, 205, 133, 63
L -168.0, 56.0, -131.0, -168.0, 58.0, -131.0, 205, 133, 63
L -124.0, 99.0, -131.0, -119.0, 99.0, -131.0, 205, 133, 63
L -119.0, 103.0, -131.0, -124.0, 103.0, -131.0, 205, 133, 63
L -117.0, 101.0, -131.0, -117.0, 99.0, -131.0, 102, 0, 204
L -126.0, 101.0, -131.0, -126.0, 99.0, -131.0, 102, 0, 204
L -117.0, 101.0, -131.0, -119.0, 101.0, -131.0, 205, 133, 63
L -124.0, 103.0, -131.0, -124.0, 101.0, -131.0, 205, 133, 63
L -124.0, 101.0, -131.0, -126.0, 101.0, -131.0, 205, 133, 63
L -124.0, 101.0, -131.0, -124.0, 99.0, -131.0, 205, 133, 63
L -119.0, 99.0, -131.0, -119.0, 101.0, -131.0, 205, 133, 63
L -119.0, 101.0, -131.0, -119.0, 103.0, -131.0, 205, 133, 63
L -103.0, 120.0, -131.0, -103.0, 116.0, -131.0, 205, 133, 63
L -107.0, 120.0, -131.0, -107.0, 116.0, -131.0, 205, 133, 63
L -103.0, 120.0, -131.0, -105.0, 120.0, -131.0, 205, 133, 63
L -103.0, 116.0, -131.0, -105.0, 116.0, -131.0, 205, 133, 63
L -105.0, 114.0, -131.0, -107.0, 114.0, -131.0, 102, 0, 204
L -105.0, 123.0, -131.0, -107.0, 123.0, -131.0, 102, 0, 204
L -105.0, 114.0, -131.0, -105.0, 116.0, -131.0, 205, 133, 63
L -105.0, 120.0, -131.0, -107.0, 120.0, -131.0, 205, 133, 63
L -105.0, 116.0, -131.0, -107.0, 116.0, -131.0, 205, 133, 63
L -105.0, 120.0, -131.0, -105.0, 123.0, -131.0, 205, 133, 63
L -87.0, 136.0, -131.0, -87.0, 140.0, -131.0, 205, 133, 63
L -91.0, 140.0, -131.0, -91.0, 136.0, -131.0, 205, 133, 63
L -89.0, 143.0, -131.0, -87.0, 143.0, -131.0, 102, 0, 204
L -89.0, 134.0, -131.0, -87.0, 134.0, -131.0, 102, 0, 204
L -89.0, 143.0, -131.0, -89.0, 140.0, -131.0, 205, 133, 63
L -87.0, 136.0, -131.0, -89.0, 136.0, -131.0, 205, 133, 63
L -89.0, 136.0, -131.0, -89.0, 134.0, -131.0, 205, 133, 63
L -89.0, 136.0, -131.0, -91.0, 136.0, -131.0, 205, 133, 63
L -91.0, 140.0, -131.0, -89.0, 140.0, -131.0, 205, 133, 63
L -89.0, 140.0, -131.0, -87.0, 140.0, -131.0, 205, 133, 63
L -97.0, 96.0, -131.0, -92.0, 96.0, -131.0, 205, 133, 63
L -92.0, 100.0, -131.0, -97.0, 100.0, -131.0, 205, 133, 63
L -92.0, 96.0, -131.0, -92.0, 98.0, -131.0, 205, 133, 63
L -97.0, 96.0, -131.0, -97.0, 98.0, -131.0, 205, 133, 63
L -99.0, 98.0, -131.0, -99.0, 96.0, -131.0, 102, 0, 204
L -90.0, 98.0, -131.0, -90.0, 96.0, -131.0, 102, 0, 204
L -99.0, 98.0, -131.0, -97.0, 98.0, -131.0, 205, 133, 63
L -92.0, 98.0, -131.0, -92.0, 100.0, -131.0, 205, 133, 63
L -97.0, 98.0, -131.0, -97.0, 100.0, -131.0, 205, 133, 63
L -92.0, 98.0, -131.0, -90.0, 98.0, -131.0, 205, 133, 63
L -110.0, 2.0, -131.0, -110.0, 0.0, -131.0, 102, 0, 204
L -116.0, 0.0, -131.0, -112.0, 0.0, -131.0, 205, 133, 63
L -119.0, 0.0, -131.0, -116.0, 0.0, -131.0, 205, 133, 63
L -116.0, 2.0, -131.0, -116.0, 0.0, -131.0, 205, 133, 63
L -112.0, 0.0, -131.0, -110.0, 0.0, -131.0, 205, 133, 63
L -112.0, 2.0, -131.0, -116.0, 2.0, -131.0, 205, 133, 63
L -112.0, 2.0, -131.0, -112.0, 0.0, -131.0, 205, 133, 63
L -109.0, -99.0, -131.0, -109.0, -104.0, -131.0, 205, 133, 63
L -113.0, -99.0, -131.0, -113.0, -104.0, -131.0, 205, 133, 63
L -109.0, -99.0, -131.0, -111.0, -99.0, -131.0, 205, 133, 63
L -109.0, -104.0, -131.0, -111.0, -104.0, -131.0, 205, 133, 63
L -111.0, -106.0, -131.0, -109.0, -106.0, -131.0, 102, 0, 204
L -111.0, -106.0, -131.0, -111.0, -104.0, -131.0, 0, 0, 0
L -111.0, -97.0, -131.0, -109.0, -97.0, -131.0, 102, 0, 204
L -111.0, -99.0, -131.0, -113.0, -99.0, -131.0, 205, 133, 63
L -111.0, -104.0, -131.0, -113.0, -104.0, -131.0, 205, 133, 63
L -111.0, -99.0, -131.0, -111.0, -97.0, -131.0, 205, 133, 63
L -47.0, 7.0, -131.0, -47.0, 2.0, -131.0, 205, 133, 63
L -51.0, 2.0, -131.0, -51.0, 7.0, -131.0, 205, 133, 63
L -49.0, 9.0, -131.0, -51.0, 9.0, -131.0, 102, 0, 204
L -49.0, 0.0, -131.0, -47.0, 0.0, -131.0, 102, 0, 204
L -49.0, 9.0, -131.0, -49.0, 7.0, -131.0, 205, 133, 63
L -51.0, 2.0, -131.0, -49.0, 2.0, -131.0, 205, 133, 63
L -49.0, 2.0, -131.0, -49.0, 0.0, -131.0, 205, 133, 63
L -49.0, 2.0, -131.0, -47.0, 2.0, -131.0, 205, 133, 63
L -47.0, 7.0, -131.0, -49.0, 7.0, -131.0, 205, 133, 63
L -49.0, 7.0, -131.0, -51.0, 7.0, -131.0, 205, 133, 63
L -38.0, -81.0, -131.0, -43.0, -81.0, -131.0, 205, 133, 63
L -38.0, -84.0, -131.0, -43.0, -84.0, -131.0, 205, 133, 63
L -45.0, -82.0, -131.0, -45.0, -50.0, -131.0, 102, 0, 204
L -45.0, -82.0, -131.0, -43.0, -82.0, -131.0, 205, 133, 63
L -38.0, -81.0, -131.0, -38.0, -82.0, -131.0, 205, 133, 63
L -38.0, -82.0, -131.0, -36.0, -82.0, -131.0, 205, 133, 63
L -38.0, -82.0, -131.0, -38.0, -84.0, -131.0, 205, 133, 63
L -43.0, -84.0, -131.0, -43.0, -82.0, -131.0, 205, 133, 63
L -43.0, -82.0, -131.0, -43.0, -81.0, -131.0, 205, 133, 63
L 79.0, -106.0, -131.0, 79.0, -102.0, -131.0, 205, 133, 63
L 74.0, -102.0, -131.0, 75.0, -106.0, -131.0, 205, 133, 63
L 77.0, -100.0, -131.0, 74.0, -100.0, -131.0, 102, 0, 204
L 77.0, -109.0, -131.0, 79.0, -109.0, -131.0, 102, 0, 204
L 77.0, -100.0, -131.0, 77.0, -102.0, -131.0, 205, 133, 63
L 75.0, -106.0, -131.0, 77.0, -106.0, -131.0, 205, 133, 63
L 77.0, -106.0, -131.0, 77.0, -109.0, -131.0, 205, 133, 63
L 77.0, -106.0, -131.0, 79.0, -106.0, -131.0, 205, 133, 63
L 74.0, -102.0, -131.0, 77.0, -102.0, -131.0, 205, 133, 63
L 77.0, -102.0, -131.0, 79.0, -102.0, -131.0, 205, 133, 63
L 122.0, -105.0, -131.0, 125.0, -105.0, -131.0, 102, 0, 204
L 125.0, -96.0, -131.0, 122.0, -96.0, -131.0, 102, 0, 204
L 125.0, -105.0, -131.0, 127.0, -105.0, -131.0, 102, 0, 204
L 125.0, -96.0, -131.0, 125.0, -98.0, -131.0, 205, 133, 63
L 122.0, -103.0, -131.0, 122.0, -98.0, -131.0, 205, 133, 63
L 127.0, -98.0, -131.0, 127.0, -103.0, -131.0, 205, 133, 63
L 127.0, -98.0, -131.0, 125.0, -98.0, -131.0, 205, 133, 63
L 125.0, -98.0, -131.0, 122.0, -98.0, -131.0, 205, 133, 63
L 122.0, -103.0, -131.0, 125.0, -103.0, -131.0, 205, 133, 63
L 125.0, -103.0, -131.0, 125.0, -105.0, -131.0, 205, 133, 63
L 125.0, -103.0, -131.0, 127.0, -103.0, -131.0, 205, 133, 63
L 167.0, -68.0, -131.0, 167.0, -69.0, -131.0, 102, 0, 204
L 158.0, -68.0, -131.0, 158.0, -67.0, -131.0, 102, 0, 204
L 167.0, -68.0, -131.0, 164.0, -68.0, -131.0, 205, 133, 63
L 164.0, -69.0, -131.0, 160.0, -69.0, -131.0, 205, 133, 63
L 160.0, -67.0, -131.0, 164.0, -67.0, -131.0, 205, 133, 63
L 160.0, -69.0, -131.0, 160.0, -68.0, -131.0, 205, 133, 63
L 160.0, -68.0, -131.0, 158.0, -68.0, -131.0, 205, 133, 63
L 160.0, -68.0, -131.0, 160.0, -67.0, -131.0, 205, 133, 63
L 164.0, -69.0, -131.0, 164.0, -68.0, -131.0, 205, 133, 63
L 164.0, -68.0, -131.0, 164.0, -67.0, -131.0, 205, 133, 63
L 155.0, -23.0, -131.0, 159.0, -23.0, -131.0, 205, 133, 63
L 159.0, -26.0, -131.0, 155.0, -26.0, -131.0, 205, 133, 63
L 155.0, -23.0, -131.0, 155.0, -25.0, -131.0, 205, 133, 63
L 159.0, -26.0, -131.0, 159.0, -25.0, -131.0, 205, 133, 63
L 161.0, -25.0, -131.0, 161.0, -23.0, -131.0, 102, 0, 204
L 153.0, -25.0, -131.0, 153.0, -26.0, -131.0, 102, 0, 204
L 161.0, -25.0, -131.0, 159.0, -25.0, -131.0, 205, 133, 63
L 155.0, -25.0, -131.0, 155.0, -26.0, -131.0, 205, 133, 63
L 159.0, -25.0, -131.0, 159.0, -23.0, -131.0, 205, 133, 63
L 155.0, -25.0, -131.0, 153.0, -25.0, -131.0, 205, 133, 63
L 167.0, 118.0, -131.0, 171.0, 118.0, -131.0, 205, 133, 63
L 171.0, 115.0, -131.0, 167.0, 115.0, -131.0, 205, 133, 63
L 167.0, 118.0, -131.0, 167.0, 116.0, -131.0, 205, 133, 63
L 171.0, 115.0, -131.0, 171.0, 116.0, -131.0, 205, 133, 63
L 174.0, 116.0, -131.0, 174.0, 118.0, -131.0, 102, 0, 204
L 165.0, 116.0, -131.0, 165.0, 115.0, -131.0, 102, 0, 204
L 174.0, 116.0, -131.0, 171.0, 116.0, -131.0, 205, 133, 63
L 167.0, 116.0, -131.0, 167.0, 115.0, -131.0, 205, 133, 63
L 171.0, 116.0, -131.0, 171.0, 118.0, -131.0, 205, 133, 63
L 167.0, 116.0, -131.0, 165.0, 116.0, -131.0, 205, 133, 63
L 146.0, 96.0, -131.0, 150.0, 96.0, -131.0, 205, 133, 63
L 150.0, 92.0, -131.0, 146.0, 92.0, -131.0, 205, 133, 63
L 153.0, 94.0, -131.0, 153.0, 96.0, -131.0, 102, 0, 204
